City,Country,Latitude,Longitude,Max Temperature,Humidity,Wind Speed,Cloudiness,Date
Bonnyville,CA,54.2668,-110.735,42.8,31,5.75,20,1618270688
Padang,ID,-0.9492,100.3543,77.18,81,3.06,95,1618270688
Te Anau,NZ,-45.4167,167.7167,49.6,93,2.13,100,1618270689
Yushala,RU,57.0761,64.2601,33.8,60,2.24,0,1618270689
Bonthe,SL,7.5264,-12.505,79.72,81,1.9,95,1618270689
Oruzgan,AF,32.8333,66.0,54.3,66,6.55,88,1618270690
Tuy Hoa,VN,13.0833,109.3,77.72,85,2.73,55,1618270690
Mossamedes,AO,-15.1961,12.1522,79.61,73,3.87,0,1618270576
Yining,CN,29.0361,114.5636,63.05,87,2.39,63,1618270691
Peace River,CA,56.2501,-117.286,41.0,42,8.05,20,1618270473
River Falls,US,44.8614,-92.6238,43.0,87,12.66,90,1618270691
Lebanon,US,36.2081,-86.2911,75.2,35,8.05,1,1618270692
Viedma,AR,-40.8135,-62.9967,67.6,45,5.73,4,1618270565
Chiny,BE,49.7333,5.3333,33.01,92,1.01,90,1618270692
Riyadh,SA,24.6877,46.7219,82.4,23,10.36,40,1618270626
Thanh Hoa,VN,19.8,105.7667,76.6,88,4.23,77,1618270693
Skjervøy,NO,70.0311,20.9714,31.75,66,12.91,95,1618270693
Saskylakh,RU,71.9167,114.0833,19.36,93,11.36,97,1618270694
Kaka,TM,37.3482,59.6143,58.57,39,4.54,42,1618270694
Bonavista,CA,48.6499,-53.1147,37.0,100,12.66,100,1618270694
Salmo,CA,49.1999,-117.2689,51.8,30,9.22,100,1618270695
Ancud,CL,-41.8697,-73.8203,62.01,100,12.66,90,1618270695
Mersing,MY,2.4312,103.8405,75.2,100,5.75,35,1618270695
Pemangkat,ID,1.1667,108.9667,78.35,82,4.52,95,1618270696
Honiara,SB,-9.4333,159.95,86.54,65,5.46,69,1618270696
Zhangjiakou,CN,40.81,114.8794,34.66,17,9.8,0,1618270696
Kivertsi,UA,50.8343,25.4582,48.99,48,4.0,80,1618270697
Taltal,CL,-25.4,-70.4833,66.92,74,3.76,60,1618270697
Khilok,RU,51.3674,110.4676,27.19,56,5.32,26,1618270697
Morant Bay,JM,17.8815,-76.4093,80.6,78,11.5,20,1618270521
Guangyuan,CN,32.442,105.823,64.99,79,1.12,100,1618270698
Ayan,RU,56.45,138.1667,17.73,82,6.78,93,1618270508
Pontian Kecil,MY,1.4801,103.3899,78.01,100,1.14,20,1618270698
Boa Vista,BR,2.8197,-60.6733,87.8,58,3.44,20,1618270699
Kaeo,NZ,-35.1,173.7833,75.0,66,7.0,23,1618270699
Pasni,PK,25.2631,63.471,77.27,73,7.54,0,1618270699
Divnogorsk,RU,55.9594,92.3619,33.8,100,13.42,75,1618270700
Yumen,CN,40.2833,97.2,34.45,79,4.59,61,1618270700
Sitka,US,57.0531,-135.33,41.0,75,11.5,90,1618270701
De Aar,ZA,-30.6497,24.0123,70.18,30,1.66,46,1618270701
Chandla,IN,25.0833,80.2,81.81,10,4.47,0,1618270701
Lata,PT,40.1629,-8.3327,59.0,67,1.9,100,1618270702
Vardø,NO,70.3705,31.1107,31.33,70,15.1,15,1618270702
Trat,TH,12.5,102.5,80.01,99,2.13,31,1618270702
Santa Cruz de la Sierra,BO,-17.8,-63.1667,75.2,50,4.61,75,1618270497
Fillan,NO,63.6064,8.9696,33.8,80,14.97,40,1618270703
Cotonou,BJ,6.3654,2.4183,84.2,79,9.22,20,1618270506
Horadiz,AZ,39.4488,47.3353,51.8,100,9.22,90,1618270703
Marzuq,YE,14.4,46.4667,66.99,43,6.29,1,1618270531
Okhotsk,RU,59.3833,143.3,16.18,79,2.44,100,1618270527
Saldanha,ZA,-33.0117,17.9442,59.0,82,6.91,49,1618270704
Nome,US,64.5011,-165.4064,34.0,86,17.27,90,1618270406
Lyantonde,UG,-0.4031,31.1572,61.57,91,4.03,78,1618270705
Asău,RO,46.4333,26.4,46.0,44,3.51,7,1618270705
Cervo,ES,43.6702,-7.4101,51.01,81,15.48,99,1618270706
Cabra,ES,37.4725,-4.4421,59.0,72,5.75,0,1618270706
Deputatsky,RU,69.3,139.9,4.46,76,2.46,25,1618270706
Porto-Novo,BJ,6.4965,2.6036,84.2,79,9.22,20,1618270707
Faanui,PF,-16.4833,-151.75,81.9,74,11.79,100,1618270495
Bryan,US,30.6744,-96.37,82.99,61,4.61,40,1618270707
Tilichiki,RU,60.4667,166.1,6.67,74,8.19,92,1618270707
Gunjur,GM,13.2019,-16.7339,71.6,83,4.61,0,1618270708
Tiznit Province,MA,29.5833,-9.5,64.2,53,1.34,36,1618270708
Luganville,VU,-15.5333,167.1667,85.26,69,6.35,98,1618270510
Lompoc,US,34.6391,-120.4579,57.2,67,13.8,37,1618270705
Lagoa,PT,39.05,-27.9833,61.25,85,18.59,71,1618270709
Mahébourg,MU,-20.4081,57.7,75.2,94,8.75,75,1618270709
Río Tercero,AR,-32.173,-64.1141,55.99,71,1.01,0,1618270709
Otradnoye,RU,59.7775,30.8181,51.01,43,8.95,0,1618270710
Rio Grande,BR,-32.035,-52.0986,65.26,73,7.74,48,1618270614
Broome,US,42.2506,-75.833,45.0,93,4.61,90,1618270710
Paita,PE,-5.0892,-81.1144,77.0,78,12.66,40,1618270476
Jacmel,HT,18.2342,-72.5347,82.4,74,5.75,40,1618270711
Faya,SA,18.3851,42.4509,62.6,77,4.61,0,1618270711
São Filipe,CV,14.8961,-24.4956,75.72,66,8.63,43,1618270505
Bara,NG,10.3744,10.7288,78.19,37,3.65,35,1618270712
Fairbanks,US,64.8378,-147.7164,46.4,36,5.75,40,1618270605
Kruisfontein,ZA,-34.0033,24.7314,66.0,96,1.01,87,1618270436
Bom Jardim,BR,-7.7958,-35.5872,75.2,88,8.05,40,1618270712
Kulhudhuffushi,MV,6.6221,73.07,82.45,71,1.23,38,1618270713
Bakal,RU,54.9417,58.8083,37.06,94,3.4,93,1618270713
Mae Sai,TH,20.4335,99.8762,71.6,94,3.44,20,1618270448
Sept-Îles,CA,50.2001,-66.3821,44.6,65,9.57,20,1618270713
Ubari,LY,26.5921,12.7805,74.28,14,5.01,0,1618270714
Tagusao,PH,9.1924,117.8141,81.55,76,2.33,100,1618270714
Nikel,RU,69.4128,30.222,23.0,80,6.91,100,1618270714
Iqaluit,CA,63.7506,-68.5145,33.8,93,6.91,90,1618270715
Paphos,CY,34.7667,32.4167,46.4,76,9.22,0,1618270715
Glendive,US,47.1053,-104.7125,35.01,64,26.46,90,1618270715
Walvis Bay,NA,-22.9575,14.5053,86.0,26,12.66,0,1618270716
Vestmannaeyjar,IS,63.4427,-20.2734,41.22,75,12.91,42,1618270716
Saint-Leu,RE,-21.15,55.2833,77.0,73,4.61,20,1618270716
Laas,IT,46.6166,10.7002,37.99,74,9.22,75,1618270497
Praia,CV,14.9215,-23.5087,77.0,44,18.41,0,1618270717
Skorodnoye,RU,51.071,37.2276,50.0,81,4.47,90,1618270717
Vila Franca do Campo,PT,37.7167,-25.4333,62.6,94,18.41,75,1618270538
Sechura,PE,-5.5569,-80.8222,75.79,65,17.22,41,1618270584
Micheweni,TZ,-4.9667,39.8333,77.45,88,13.44,85,1618270718
Payakumbuh,ID,-0.2202,100.6308,68.92,91,2.53,83,1618270718
Tantoyuca,MX,21.35,-98.2333,88.21,51,14.12,0,1618270718
Sandwick,GB,60.0,-1.25,33.8,69,8.05,48,1618270719
Niagara Falls,CA,43.1001,-79.0663,55.0,87,5.75,20,1618270513
Noumea,NC,-22.2763,166.4572,78.01,88,11.5,90,1618270719
Chokurdakh,RU,70.6333,147.9167,2.62,86,10.31,78,1618270720
Beyneu,KZ,45.3167,55.2,54.18,33,9.31,0,1618270720
Erzincan Province,TR,39.75,39.5,41.0,87,4.61,75,1618270720
Wahiawā,US,21.5028,-158.0236,82.4,53,11.5,75,1618270459
Orocué,CO,4.7912,-71.3354,74.89,90,4.97,100,1618270721
Novonikolayevskiy,RU,50.9738,42.3649,45.0,68,10.49,41,1618270721
Havre-St-Pierre,CA,50.2334,-63.5986,50.0,50,11.5,1,1618270722
Nampa,US,43.5407,-116.5635,55.99,22,8.05,1,1618270639
Waimana,NZ,-38.15,177.0833,72.0,82,1.01,99,1618270722
Podporozh'ye,RU,60.9112,34.1706,45.63,89,7.27,54,1618270722
Nikki,BJ,9.9401,3.2108,84.96,37,5.01,60,1618270723
Carutapera,BR,-1.195,-46.02,76.35,92,7.18,55,1618270723
Sun Valley,US,39.5963,-119.776,64.0,12,4.61,40,1618270610
Saravan,AM,39.7196,45.6483,53.6,71,6.91,5,1618270724
Boffa,GN,10.1667,-14.0333,79.29,79,3.94,73,1618270724
Umm Kaddadah,SD,13.6017,26.6876,69.76,7,13.8,100,1618270724
Alta Floresta,BR,-9.8756,-56.0861,74.16,89,0.58,55,1618270725
Byron Bay,AU,-28.65,153.6167,66.2,48,8.05,3,1618270658
Okha,RU,53.5739,142.9478,19.51,88,12.84,100,1618270725
Antalaha,MG,-14.9003,50.2788,74.28,87,5.59,93,1618270726
Concordia,AR,-31.393,-58.0209,68.0,73,5.66,20,1618270726
Moñitos,CO,8.25,-76.05,80.08,87,7.81,100,1618270726
Augusto Corrêa,BR,-1.0217,-46.635,75.16,95,4.07,65,1618270727
Gamba,GA,-2.65,10.0,78.85,89,4.72,95,1618270727
Oodweyne,SO,9.4092,45.064,70.99,40,6.62,32,1618270728
Artyom,AZ,40.4723,50.333,50.0,87,11.5,0,1618270729
Mugur-Aksy,RU,50.35,90.5,26.01,60,4.59,72,1618270729
Gharavŭtí,TJ,37.5672,68.4469,62.6,67,8.95,90,1618270729
Aden,YE,12.7794,45.0367,80.56,78,18.01,22,1618270594
Port Shepstone,ZA,-30.7414,30.455,73.09,86,3.76,90,1618270730
Morehead,US,37.2711,-87.1764,71.6,30,5.75,1,1618270730
Isangel,VU,-19.55,169.2667,84.2,79,3.85,40,1618270448
Roald,NO,62.5833,6.1333,35.6,80,18.41,90,1618270731
Copiapó,CL,-27.3667,-70.3333,59.0,82,8.05,0,1618270731
Cockburn Town,TC,21.4612,-71.1419,77.0,73,4.61,20,1618270539
Port Augusta,AU,-32.5,137.7667,69.8,24,28.77,75,1618270732
Karratha,AU,-20.7377,116.8463,82.26,70,4.65,86,1618270696
Tromsø,NO,69.6496,18.957,30.2,80,9.22,40,1618270638
Viljoenskroon,ZA,-27.2084,26.9485,62.74,34,3.74,6,1618270732
Manosque,FR,43.8288,5.7869,41.0,60,3.0,0,1618270732
Northam,GB,51.0333,-4.2167,37.99,93,1.99,11,1618270733
Santa Vitória,BR,-18.8386,-50.1214,74.7,34,1.59,81,1618270733
Batemans Bay,AU,-35.7167,150.1833,60.01,64,1.99,5,1618270733
Bambous Virieux,MU,-20.3428,57.7575,75.2,94,8.59,75,1618270734
Manturovo,RU,58.3353,44.7619,39.36,97,6.78,100,1618270734
Ojinaga,MX,29.5667,-104.4167,93.2,7,5.75,1,1618270735
Juneau,US,58.3019,-134.4197,35.6,87,16.11,90,1618270516
Várzea da Palma,BR,-17.5981,-44.7308,69.03,52,4.5,3,1618270735
Quatre Cocos,MU,-20.2078,57.7625,75.2,94,8.61,75,1618270735
Masumbwe,TZ,-3.6333,32.1833,61.88,96,2.15,34,1618270736
Richards Bay,ZA,-28.783,32.0377,70.18,93,2.06,33,1618270736
Adelaide,AU,-34.9333,138.6,66.99,24,18.41,0,1618270736
Methven,NZ,-43.6333,171.65,55.99,69,8.68,61,1618270737
Cayenne,GF,4.9333,-52.3333,81.0,89,1.14,20,1618270737
Anadyr,RU,64.75,177.4833,6.8,85,17.9,20,1618270482
Rayachoti,IN,14.05,78.75,74.35,83,4.45,22,1618270738
Kondinskoye,RU,59.6481,67.41,32.41,91,8.7,8,1618270738
Kovūr,IN,14.4833,79.9833,76.68,86,5.06,4,1618270738
Puri,IN,19.8,85.85,80.6,94,3.44,40,1618270739
Forsytheganj,BY,52.6333,29.7333,47.82,90,1.5,100,1618270739
Gatesville,US,31.4352,-97.7439,80.6,54,3.44,1,1618270740
Narsaq,GL,60.9167,-46.05,39.2,45,3.44,6,1618270740
Changji,CN,44.0167,87.3167,50.0,23,13.42,0,1618270617
Bariloche,AR,-41.1456,-71.3082,57.2,67,20.71,20,1618270680
Hualmay,PE,-11.0964,-77.6139,68.86,83,6.55,82,1618270741
Athabasca,CA,54.7169,-113.2854,42.8,44,3.44,10,1618270741
Balod,IN,20.73,81.2047,77.34,41,1.77,39,1618270742
Siguiri,GN,11.6667,-9.5,88.52,18,1.32,22,1618270742
Chul'man,RU,56.8479,124.9104,12.33,88,5.35,99,1618270742
Ponta do Sol,PT,32.6667,-17.1,64.0,74,3.0,100,1618270743
Kantang,TH,7.4054,99.5156,75.2,100,2.3,20,1618270743
Kearney,US,40.6995,-99.0815,59.0,23,17.27,1,1618270743
Srīvardhan,IN,18.0333,73.0167,81.03,65,5.82,33,1618270744
Coyhaique,CL,-45.5752,-72.0662,59.0,51,6.91,20,1618270661
Saint-François,FR,46.4154,3.9054,32.0,86,2.3,0,1618270744
Dondo,MZ,-19.6094,34.7431,78.8,83,2.95,20,1618270745
Marawi,PH,7.9986,124.2928,77.0,81,5.01,78,1618270745
Pilar,BR,-9.5972,-35.9567,75.2,94,4.61,75,1618270499
Pisco,PE,-13.7,-76.2167,68.0,77,17.27,0,1618270745
Bataiporã,BR,-22.2953,-53.2711,77.25,72,6.11,25,1618270746
Mbigou,GA,-1.9005,11.906,67.98,97,1.95,91,1618270746
Klaksvík,FO,62.2266,-6.589,35.6,64,1.14,75,1618270746
Sibu,MY,2.3,111.8167,73.4,94,2.3,40,1618270747
Prado,BR,-17.3411,-39.2208,76.17,75,9.13,19,1618270747
Pandan,PH,14.0453,124.1694,80.96,84,8.79,81,1618270747
Yei,SS,4.095,30.6779,66.36,95,2.01,100,1618270748
San Angelo,US,31.4638,-100.437,80.6,29,19.57,1,1618270601
Guadalajara,MX,20.6667,-103.3333,89.6,10,11.5,20,1618270567
Malinao,PH,7.5917,124.6889,73.9,70,1.43,37,1618270748
Desna,UA,50.9273,30.7605,48.99,76,4.47,100,1618270749
Bouca,CF,6.5105,18.2733,74.93,65,4.14,95,1618270749
Barcelona,ES,41.3888,2.159,53.01,76,2.3,40,1618270734
Yangi Marg`ilon,UZ,40.4272,71.7189,55.4,50,2.3,96,1618270749
City of San Pedro,PH,14.35,121.0167,82.4,74,1.14,75,1618270498
Dubai,AE,25.2582,55.3047,86.0,24,4.61,0,1618270638
Singaparna,ID,-7.3515,108.111,73.35,90,0.54,70,1618270750
São João da Barra,BR,-21.6403,-41.0511,75.36,72,3.76,0,1618270750
Porangatu,BR,-13.4408,-49.1486,74.7,81,2.06,100,1618270751
Wanaka,NZ,-44.7,169.15,45.7,92,4.36,100,1618270751
Beckley,US,37.7782,-81.1882,64.4,58,12.66,75,1618270752
Alofi,NU,-19.0595,-169.9187,80.6,78,5.75,75,1618270478
Shimoda,JP,34.6667,138.95,62.6,67,3.44,75,1618270461
Lillooet,CA,50.6856,-121.942,57.2,19,2.3,75,1618270752
Leningradskiy,RU,69.3833,178.4167,5.56,76,12.77,100,1618270753
Kahului,US,20.8947,-156.47,80.6,61,14.97,40,1618270753
Lebbeke,BE,50.991,4.1225,37.99,83,1.01,0,1618270753
Shihezi,CN,44.3,86.0333,49.75,31,2.95,0,1618270754
Kromy,RU,52.6876,35.7667,48.85,82,7.65,45,1618270754
Tabas,IR,33.5959,56.9244,75.87,22,5.44,99,1618270754
Jacqueville,CI,5.2052,-4.4146,84.2,84,6.91,20,1618270755
Havøysund,NO,70.9963,24.6622,30.2,93,9.22,90,1618270511
Itarema,BR,-2.9248,-39.9167,79.11,83,11.1,35,1618270755
Vanimo,PG,-2.6741,141.3028,82.4,72,2.66,92,1618270756
Deleni,RO,47.4667,26.8833,55.4,35,2.68,0,1618270756
Adrar,MR,20.5022,-10.0711,78.91,17,13.2,0,1618270756
Grand Gaube,MU,-20.0064,57.6608,73.99,91,3.0,100,1618270757
Lithakia,GR,37.7167,20.8333,48.2,93,1.23,40,1618270757
Tomatlán,MX,19.9333,-105.25,81.97,46,8.61,3,1618270757
Omboué,GA,-1.5746,9.2618,79.48,89,5.61,100,1618270758
Nova Prata,BR,-28.7839,-51.61,53.96,85,2.71,2,1618270758
Mukeriān,IN,31.9506,75.6158,70.7,31,4.38,40,1618270759
Camabatela,AO,-8.1881,15.375,61.83,95,4.61,98,1618270759
Gladstone,AU,-23.85,151.25,75.2,46,12.66,2,1618270759
Sabang,ID,5.8933,95.3214,82.11,74,7.56,56,1618270508
Vao,NC,-22.6667,167.4833,77.05,83,9.66,100,1618270760
Nepomuceno,BR,-21.2358,-45.2358,61.45,75,2.15,0,1618270760
Khasan,RU,42.4308,130.6434,43.07,51,29.44,93,1618270760
Gongzhuling,CN,43.5008,124.8198,30.0,67,13.2,19,1618270761
Seoul,KR,37.5683,126.9778,53.6,82,9.22,75,1618270514
Rusnė,LT,55.2964,21.3758,41.0,81,8.95,90,1618270761
Banes,CU,20.9625,-75.7186,87.8,51,13.8,40,1618270762
Dabakala,CI,8.3667,-4.4333,76.69,74,6.06,64,1618270762
Purranque,CL,-40.9167,-73.1667,64.4,89,3.44,71,1618270762
Ukiah,US,39.1502,-123.2078,82.4,21,6.91,1,1618270506
Kologriv,RU,58.8275,44.3178,39.61,95,8.77,100,1618270763
Tabou,CI,4.423,-7.3528,80.82,84,7.23,50,1618270763
Samarai,PG,-10.6167,150.6667,82.26,61,12.93,58,1618270763
La Libertad,EC,-2.2333,-80.9,78.8,78,6.91,0,1618270764
Solginskiy,RU,61.05,41.3428,43.43,90,9.04,87,1618270764
Ciparay,ID,-7.4249,108.4742,76.95,93,0.67,91,1618270765
Syedove,UA,47.0768,38.156,45.0,100,7.94,100,1618270765
Nakhon Nayok,TH,14.1667,101.1,82.0,97,1.14,100,1618270765
Tanete,ID,-3.9443,119.7848,78.94,85,2.35,85,1618270468
Preobrazheniye,RU,42.9019,133.9064,42.53,96,8.05,100,1618270766
Ucluelet,CA,48.9329,-125.5528,55.4,44,14.97,1,1618270766
Maningrida,AU,-12.0667,134.2667,80.47,64,7.31,43,1618270586
Kieta,PG,-6.2167,155.6333,81.18,77,3.02,100,1618270767
Zhangye,CN,38.9342,100.4517,38.88,60,7.49,91,1618270767
Port-Gentil,GA,-0.7193,8.7815,82.4,89,10.36,40,1618270768
Kayes,ML,14.0,-11.0,94.35,13,6.22,0,1618270768
Igarka,RU,67.4667,86.5833,28.8,94,15.99,100,1618270768
Ingham,US,42.6,-84.3833,57.2,67,11.5,40,1618270769
Rincon,US,32.296,-81.2354,84.2,26,10.36,1,1618270769
Bernburg,DE,51.8,11.7333,34.0,89,3.0,92,1618270769
Tazovsky,RU,67.4667,78.7,27.03,85,24.09,73,1618270770
Tecozautla,MX,20.5333,-99.6333,86.0,15,12.66,75,1618270770
Terebovlya,UA,49.3019,25.71,52.0,39,6.2,24,1618270771
La Sarre,CA,48.8002,-79.1996,52.07,70,10.07,100,1618270608
Vilhena,BR,-12.7406,-60.1458,73.4,94,8.05,40,1618270771
La Santisima Trinidad,BO,-14.8333,-64.9,63.07,95,2.57,100,1618270585
Gdov,RU,58.7406,27.8122,41.92,83,7.78,96,1618270772
Port Hedland,AU,-20.3167,118.5667,80.6,89,8.19,44,1618270772
Ternate,ID,0.8,127.4,82.35,75,3.24,90,1618270772
Denizli Province,TR,37.8402,29.0698,33.8,80,5.75,0,1618270773
Indiana,US,40.0003,-86.2503,62.6,48,10.36,1,1618270773
Batagay-Alyta,RU,67.8006,130.4114,7.11,70,2.82,39,1618270612
Trelew,AR,-43.249,-65.3051,71.33,42,9.51,0,1618270774
Broken Hill,AU,-31.95,141.4333,60.8,33,11.5,97,1618270774
Tura,IN,25.5198,90.2201,73.94,46,3.65,1,1618270774
Arkhangelsk,RU,64.5401,40.5433,50.0,50,6.71,0,1618270775
Bulgan,MN,48.8125,103.5347,25.93,62,2.8,5,1618270775
Nosy Varika,MG,-20.5833,48.5333,72.66,93,6.58,98,1618270775
Kyra,RU,49.5776,111.9753,27.07,54,7.56,19,1618270776
Khomutovo,RU,52.4658,104.4025,23.0,100,6.71,0,1618270776
Kotelnikowo,RU,47.6317,43.1461,55.33,52,11.3,100,1618270776
Gazli,UZ,40.1333,63.45,57.13,32,6.44,53,1618270777
Myitkyina,MM,25.3833,97.4,71.46,51,2.37,6,1618270517
Kushima,JP,31.4583,131.2333,64.4,94,6.91,75,1618270777
Intipucá,SV,13.1969,-88.0544,91.4,52,3.44,20,1618270778
San Juan del Sur,NI,11.2529,-85.8705,89.6,55,6.29,20,1618270778
Ferrol,ES,43.4832,-8.2369,55.99,62,4.61,0,1618270568
Port Hardy,CA,50.6996,-127.4199,50.0,62,8.05,1,1618270532
Dunedin,NZ,-45.8742,170.5036,60.01,81,1.01,100,1618270779
Salekhard,RU,66.53,66.6019,31.05,71,21.88,81,1618270779
Mezen',RU,65.8522,44.24,36.27,98,3.71,100,1618270779
Borinskoye,RU,52.4569,39.3713,50.54,70,8.7,70,1618270780
Lola,GN,7.8,-8.5333,69.78,87,1.34,97,1618270780
Melville,US,40.7934,-73.4151,46.99,93,10.36,90,1618270767
Gushikawa,JP,26.3544,127.8686,73.4,94,8.05,90,1618270781
South Kazakhstan Region,KZ,43.0,68.0,48.51,62,4.25,23,1618270781
